time,recluster_cnt,incluster_cnt,floorplan_name,event,link,mode,priority
2021-12-02 15:34:55.893598,0,3,01_10_A0110132040004900024z,0,[]
2021-12-02 15:35:00.300062,0,3,01_04_A0104157220001300025z,0,"[['rn', 0, 1], ['fs', 0, 1], ['lc', 0, 1], ['rc', 0, 1], ['rs', 0, 1], ['rsl', 0, 1]]"
2021-12-02 15:35:05.317426,0,3,01_17_a0117136110002700023z,0,"[['rn', 0, 1], ['rn', 0, 2], ['rn', 1, 2], ['fs', 0, 1], ['lc', 0, 1], ['lc', 0, 2], ['lc', 1, 2], ['rc', 0, 1], ['rc', 1, 2], ['rs', 0, 1], ['rsl', 0, 1], ['rsl', 0, 2], ['rsl', 1, 2]]"
2021-12-02 15:35:28.641807,0,3,01_07_A0107152090001700035z,0,"[['rn', 0, 1], ['rn', 0, 2], ['rn', 1, 2], ['fs', 0, 1], ['fs', 1, 3], ['lc', 0, 1], ['lc', 0, 2], ['lc', 1, 2], ['lc', 0, 3], ['lc', 1, 3], ['rc', 0, 1], ['rc', 1, 2], ['rc', 0, 3], ['rs', 0, 1], ['rsl', 0, 1], ['rsl', 0, 2], ['rsl', 1, 2]]"
2021-12-02 15:35:38.737302,0,3,01_05_a0105151069000100034z,1,"[['rn', 0, 1], ['rn', 0, 2], ['rn', 1, 2], ['fs', 0, 1], ['fs', 1, 3], ['fs', 2, 4], ['lc', 0, 1], ['lc', 0, 2], ['lc', 1, 2], ['lc', 0, 3], ['lc', 1, 3], ['lc', 0, 4], ['lc', 1, 4], ['lc', 3, 4], ['rc', 0, 1], ['rc', 1, 2], ['rc', 0, 3], ['rc', 0, 4], ['rc', 2, 4], ['rc', 3, 4], ['rs', 0, 1], ['rsl', 0, 1], ['rsl', 0, 2], ['rsl', 1, 2], ['rsl', 3, 4]]","[con,con,div,div,div,con,con]","[3,1,6,5,4,2]"
2021-12-02 15:38:26.226796,1,3,01_16_a0116133110004100032z,0,"[['rn', 0, 1], ['rn', 0, 2], ['rn', 1, 2], ['rn', 4, 5], ['fs', 0, 1], ['fs', 1, 3], ['fs', 2, 4], ['fs', 0, 5], ['fs', 1, 5], ['fs', 3, 5], ['lc', 0, 1], ['lc', 0, 2], ['lc', 1, 2], ['lc', 0, 3], ['lc', 1, 3], ['lc', 0, 4], ['lc', 1, 4], ['lc', 3, 4], ['lc', 0, 5], ['lc', 1, 5], ['lc', 2, 5], ['lc', 3, 5], ['lc', 4, 5], ['rc', 0, 1], ['rc', 1, 2], ['rc', 0, 3], ['rc', 0, 4], ['rc', 2, 4], ['rc', 3, 4], ['rc', 0, 5], ['rc', 4, 5], ['rs', 0, 1], ['rsl', 0, 1], ['rsl', 0, 2], ['rsl', 1, 2], ['rsl', 3, 4], ['rsl', 3, 5], ['rsl', 4, 5]]"
2021-12-02 15:38:31.330291,1,3,01_01_a0101135090009700040z,0,"[['rn', 0, 1], ['rn', 0, 2], ['rn', 1, 2], ['rn', 4, 5], ['fs', 0, 1], ['fs', 1, 3], ['fs', 2, 4], ['fs', 0, 5], ['fs', 1, 5], ['fs', 3, 5], ['fs', 0, 6], ['fs', 1, 6], ['fs', 3, 6], ['fs', 5, 6], ['lc', 0, 1], ['lc', 0, 2], ['lc', 1, 2], ['lc', 0, 3], ['lc', 1, 3], ['lc', 0, 4], ['lc', 1, 4], ['lc', 3, 4], ['lc', 0, 5], ['lc', 1, 5], ['lc', 2, 5], ['lc', 3, 5], ['lc', 4, 5], ['rc', 0, 1], ['rc', 1, 2], ['rc', 0, 3], ['rc', 0, 4], ['rc', 2, 4], ['rc', 3, 4], ['rc', 0, 5], ['rc', 4, 5], ['rc', 3, 6], ['rc', 4, 6], ['rc', 5, 6], ['rs', 0, 1], ['rsl', 0, 1], ['rsl', 0, 2], ['rsl', 1, 2], ['rsl', 3, 4], ['rsl', 3, 5], ['rsl', 4, 5], ['rsl', 0, 6], ['rsl', 1, 6], ['rsl', 2, 6]]"
2021-12-02 15:38:43.561018,1,3,01_13_a0113121250002300023z,0,"[['rn', 0, 1], ['rn', 0, 2], ['rn', 1, 2], ['rn', 4, 5], ['rn', 4, 7], ['rn', 5, 7], ['fs', 0, 1], ['fs', 1, 3], ['fs', 2, 4], ['fs', 0, 5], ['fs', 1, 5], ['fs', 3, 5], ['fs', 0, 6], ['fs', 1, 6], ['fs', 3, 6], ['fs', 5, 6], ['fs', 0, 7], ['fs', 1, 7], ['fs', 3, 7], ['fs', 5, 7], ['fs', 6, 7], ['lc', 0, 1], ['lc', 0, 2], ['lc', 1, 2], ['lc', 0, 3], ['lc', 1, 3], ['lc', 0, 4], ['lc', 1, 4], ['lc', 3, 4], ['lc', 0, 5], ['lc', 1, 5], ['lc', 2, 5], ['lc', 3, 5], ['lc', 4, 5], ['lc', 0, 7], ['lc', 1, 7], ['lc', 2, 7], ['lc', 3, 7], ['lc', 4, 7], ['lc', 5, 7], ['rc', 0, 1], ['rc', 1, 2], ['rc', 0, 3], ['rc', 0, 4], ['rc', 2, 4], ['rc', 3, 4], ['rc', 0, 5], ['rc', 4, 5], ['rc', 3, 6], ['rc', 4, 6], ['rc', 5, 6], ['rc', 0, 7], ['rc', 1, 7], ['rc', 3, 7], ['rc', 4, 7], ['rc', 5, 7], ['rc', 6, 7], ['rs', 0, 1], ['rsl', 0, 1], ['rsl', 0, 2], ['rsl', 1, 2], ['rsl', 3, 4], ['rsl', 3, 5], ['rsl', 4, 5], ['rsl', 0, 6], ['rsl', 1, 6], ['rsl', 2, 6], ['rsl', 0, 7], ['rsl', 1, 7], ['rsl', 2, 7], ['rsl', 6, 7]]"
2021-12-02 15:38:58.144729,1,3,01_05_a0105151050003100032z,0,"[['rn', 0, 1], ['rn', 0, 2], ['rn', 1, 2], ['rn', 4, 5], ['rn', 4, 7], ['rn', 5, 7], ['rn', 4, 8], ['rn', 5, 8], ['rn', 7, 8], ['fs', 0, 1], ['fs', 1, 3], ['fs', 2, 4], ['fs', 0, 5], ['fs', 1, 5], ['fs', 3, 5], ['fs', 0, 6], ['fs', 1, 6], ['fs', 3, 6], ['fs', 5, 6], ['fs', 0, 7], ['fs', 1, 7], ['fs', 3, 7], ['fs', 5, 7], ['fs', 6, 7], ['fs', 0, 8], ['fs', 1, 8], ['fs', 3, 8], ['fs', 5, 8], ['fs', 6, 8], ['fs', 7, 8], ['lc', 0, 1], ['lc', 0, 2], ['lc', 1, 2], ['lc', 0, 3], ['lc', 1, 3], ['lc', 0, 4], ['lc', 1, 4], ['lc', 3, 4], ['lc', 0, 5], ['lc', 1, 5], ['lc', 2, 5], ['lc', 3, 5], ['lc', 4, 5], ['lc', 0, 7], ['lc', 1, 7], ['lc', 2, 7], ['lc', 3, 7], ['lc', 4, 7], ['lc', 5, 7], ['lc', 0, 8], ['lc', 1, 8], ['lc', 3, 8], ['lc', 4, 8], ['lc', 5, 8], ['lc', 6, 8], ['lc', 7, 8], ['rc', 0, 1], ['rc', 1, 2], ['rc', 0, 3], ['rc', 0, 4], ['rc', 2, 4], ['rc', 3, 4], ['rc', 0, 5], ['rc', 4, 5], ['rc', 3, 6], ['rc', 4, 6], ['rc', 5, 6], ['rc', 0, 7], ['rc', 1, 7], ['rc', 3, 7], ['rc', 4, 7], ['rc', 5, 7], ['rc', 6, 7], ['rc', 1, 8], ['rc', 2, 8], ['rc', 4, 8], ['rc', 5, 8], ['rc', 6, 8], ['rc', 7, 8], ['rs', 0, 1], ['rsl', 0, 1], ['rsl', 0, 2], ['rsl', 1, 2], ['rsl', 3, 4], ['rsl', 3, 5], ['rsl', 4, 5], ['rsl', 0, 6], ['rsl', 1, 6], ['rsl', 2, 6], ['rsl', 0, 7], ['rsl', 1, 7], ['rsl', 2, 7], ['rsl', 6, 7], ['rsl', 0, 8], ['rsl', 1, 8], ['rsl', 2, 8], ['rsl', 6, 8], ['rsl', 7, 8]]"
2021-12-02 15:39:01.585728,1,3,01_19_A0119158050001600036z,0,"[['rn', 0, 1], ['rn', 0, 2], ['rn', 1, 2], ['rn', 4, 5], ['rn', 4, 7], ['rn', 5, 7], ['rn', 4, 8], ['rn', 5, 8], ['rn', 7, 8], ['rn', 3, 9], ['rn', 4, 9], ['rn', 5, 9], ['rn', 6, 9], ['rn', 7, 9], ['rn', 8, 9], ['fs', 0, 1], ['fs', 1, 3], ['fs', 2, 4], ['fs', 0, 5], ['fs', 1, 5], ['fs', 3, 5], ['fs', 0, 6], ['fs', 1, 6], ['fs', 3, 6], ['fs', 5, 6], ['fs', 0, 7], ['fs', 1, 7], ['fs', 3, 7], ['fs', 5, 7], ['fs', 6, 7], ['fs', 0, 8], ['fs', 1, 8], ['fs', 3, 8], ['fs', 5, 8], ['fs', 6, 8], ['fs', 7, 8], ['fs', 0, 9], ['fs', 1, 9], ['fs', 5, 9], ['fs', 6, 9], ['fs', 7, 9], ['fs', 8, 9], ['lc', 0, 1], ['lc', 0, 2], ['lc', 1, 2], ['lc', 0, 3], ['lc', 1, 3], ['lc', 0, 4], ['lc', 1, 4], ['lc', 3, 4], ['lc', 0, 5], ['lc', 1, 5], ['lc', 2, 5], ['lc', 3, 5], ['lc', 4, 5], ['lc', 0, 7], ['lc', 1, 7], ['lc', 2, 7], ['lc', 3, 7], ['lc', 4, 7], ['lc', 5, 7], ['lc', 0, 8], ['lc', 1, 8], ['lc', 3, 8], ['lc', 4, 8], ['lc', 5, 8], ['lc', 6, 8], ['lc', 7, 8], ['lc', 0, 9], ['lc', 1, 9], ['lc', 3, 9], ['lc', 4, 9], ['lc', 5, 9], ['lc', 6, 9], ['lc', 7, 9], ['lc', 8, 9], ['rc', 0, 1], ['rc', 1, 2], ['rc', 0, 3], ['rc', 0, 4], ['rc', 2, 4], ['rc', 3, 4], ['rc', 0, 5], ['rc', 4, 5], ['rc', 3, 6], ['rc', 4, 6], ['rc', 5, 6], ['rc', 0, 7], ['rc', 1, 7], ['rc', 3, 7], ['rc', 4, 7], ['rc', 5, 7], ['rc', 6, 7], ['rc', 1, 8], ['rc', 2, 8], ['rc', 4, 8], ['rc', 5, 8], ['rc', 6, 8], ['rc', 7, 8], ['rc', 0, 9], ['rc', 1, 9], ['rc', 3, 9], ['rc', 4, 9], ['rc', 5, 9], ['rc', 6, 9], ['rc', 7, 9], ['rc', 8, 9], ['rs', 0, 1], ['rsl', 0, 1], ['rsl', 0, 2], ['rsl', 1, 2], ['rsl', 3, 4], ['rsl', 3, 5], ['rsl', 4, 5], ['rsl', 0, 6], ['rsl', 1, 6], ['rsl', 2, 6], ['rsl', 0, 7], ['rsl', 1, 7], ['rsl', 2, 7], ['rsl', 6, 7], ['rsl', 0, 8], ['rsl', 1, 8], ['rsl', 2, 8], ['rsl', 6, 8], ['rsl', 7, 8], ['rsl', 0, 9], ['rsl', 1, 9], ['rsl', 2, 9], ['rsl', 6, 9], ['rsl', 7, 9], ['rsl', 8, 9]]"
