,floorplan_name,nr_sim,fs_sim,rl_sim,rc_sim,rs_sim,rsl_sim
0,01_01_a0101135010000300016z,0.5,1.1490587671041197,87.0,40.0,1.7364788259590178,1.4619142017629956
1,01_01_a0101135010000300031z,0.6666666666666666,0.3475130928736937,66.0,34.0,1.419861366047666,0.9125398902583176
2,01_01_a0101135010000300042z,0.8333333333333334,0.6755024675850696,70.0,32.0,1.011786396481407,1.0843989469018194
3,01_01_a0101135010001100026z,0.6666666666666666,0.3991566585636194,70.0,35.0,1.0058901341978317,1.0357766675364533
4,01_01_a0101135010001100037z,0.6666666666666666,0.39555914373531104,70.0,35.0,1.0058890756787722,1.031576569551375
5,01_01_A0101135010001900032z,0.5,0.5172463811159758,66.0,36.0,1.4212493186115998,1.0289936016065135
6,01_01_A0101135010001900041z,0.6666666666666666,0.545480126751585,66.0,37.0,1.0154429283586413,0.9706466530093796
7,01_01_a0101135010002200032A,0.5,0.3609114543666431,72.0,33.0,1.7354858011711207,0.8585472760541355
8,01_01_a0101135010002200032B,0.5,0.3784794369857638,70.0,29.0,1.7368184575565433,0.9974025669923082
9,01_01_a0101135010002200032D,0.5,0.13407969319803392,68.0,32.0,1.7348942708028048,0.9032477598313656
10,01_01_A0101135010002600058a,0.3333333333333333,0.5335724764224348,85.0,53.0,1.4197891527459086,1.1799772208185149
11,01_01_A0101135010002600058b,0.3333333333333333,0.5700646641094754,87.0,47.0,1.423396115687999,1.1610262710940722
12,01_01_A0101135010002600058c,0.3333333333333333,0.5700646641094754,87.0,47.0,1.4228423268142985,1.1615577965625852
13,01_01_A0101135010002600066z,0.5,0.3786119028336283,80.0,45.0,1.0089452713542997,1.06377869490259
14,01_01_a0101135010002600076z,0.5,0.3738998143944767,78.0,51.0,1.0041261434106037,1.1094525798820996
15,01_01_a0101135010002600077z,0.3333333333333333,0.4462654973188061,83.0,35.0,1.7415103448690874,1.044759500193448
16,01_01_a0101135010003000030z,0.5,0.4351944939570472,80.0,39.0,1.7380720576167747,0.9917117454610392
17,01_01_a0101135010003000032z,0.5,0.5393820315246689,76.0,36.0,1.7378388968595595,0.9849890488230733
18,01_01_A0101135010003800014z,0.3333333333333333,0.6633571702399208,111.0,49.0,2.0205811166540126,1.367323469780776
19,01_01_a0101135010004900033A,0.5,0.1768001580618318,75.0,34.0,1.7372068430590124,0.9431322803064832
20,01_01_a0101135010004900038z,0.5,0.12575692443535647,75.0,34.0,1.7365573615090928,0.9599501350582971
21,01_01_a0101135010004900043z,0.6666666666666666,0.3237397140338837,69.0,35.0,1.4196564914374123,0.9596414062643897
22,01_01_a0101135010005200042z,0.5,0.4414717232859312,63.0,37.0,1.42240913049189,0.9404160321706404
23,01_01_a0101135010005200043z,0.5,0.5523682303643129,57.0,31.0,1.4220884142490786,1.082314260303436
24,01_01_a0101135010005200054z,0.5,0.2965637085433025,60.0,37.0,1.0054340688767631,0.8945113974589843
25,01_01_a0101135010005600032z,0.6666666666666666,0.359179770244798,67.0,32.0,1.41876287929764,0.9231313207915658
26,01_01_A0101135080001200060z,0.8333333333333334,0.5807090242782922,57.0,28.0,1.021637928742061,1.0113092956747167
27,01_01_a0101135080001400034z,0.6666666666666666,0.5505042779282991,68.0,34.0,1.42088041727238,1.0394352349177631
28,01_01_a0101135080001800024A,0.6666666666666666,0.3582048113029749,69.0,34.0,1.4211506506895182,0.8997332580946951
29,01_01_a0101135080001800034z,0.5,0.6901625505696578,68.0,34.0,1.4229522357062798,1.1261458220249836
30,01_01_a0101135080002300017z,0.3333333333333333,0.4809207314767865,95.0,45.0,1.7484945786956096,1.2091957051612667
31,01_01_a0101135080002300020z,0.3333333333333333,0.479708891542793,97.0,45.0,1.7484610822998692,1.2139353029178317
32,01_01_A0101135080004400016z,0.3333333333333333,1.013161991433934,111.0,49.0,2.016803955004028,1.5641350588275846
33,01_01_A0101135080004400020z,0.5,0.33017468302375386,91.0,42.0,1.7462293953941703,1.0464048880212204
34,01_01_A0101135080004400021z,0.5,0.8335930154202971,103.0,47.0,1.7524549136398382,1.4606579260072508
35,01_01_A0101135080004400032z,0.5,0.31454968302375386,87.0,41.0,1.7362682710174902,0.9660282502055416
36,01_01_A0101135080004400047z,0.5,0.5162964687971625,69.0,37.0,1.4188954054885987,0.9685524738867924
37,01_01_a0101135080004500034A,0.6666666666666666,0.3722334774390031,72.0,34.0,1.4229203520423057,1.0121419219092131
38,01_01_a0101135080005500017z,0.3333333333333333,0.6755587599738496,105.0,47.0,2.0173413015845703,1.2637706276609857
39,01_01_a0101135080005500019z,0.3333333333333333,0.6596541874092373,105.0,47.0,2.017770787771925,1.2567683251008062
40,01_01_a0101135080005500022z,0.3333333333333333,0.6524031047269742,105.0,47.0,2.0176804772222896,1.2506421238754697
41,01_01_a0101135080005500026z,0.3333333333333333,0.6524031047269742,105.0,47.0,2.015958618437576,1.2590292573061233
42,01_01_A0101135080005700022z,0.5,0.5039379005464125,70.0,35.0,1.7367631394077296,1.0167794568315616
43,01_01_a0101135080005800031z,0.5,0.4088382808436185,71.0,35.0,1.7358868364022717,0.9534230924388671
44,01_01_a0101135080005800046z,0.6666666666666666,0.5480651358599472,70.0,36.0,1.4225933299930382,1.0137464369504237
45,01_01_a0101135080005800047A,0.6666666666666666,0.3982831095154209,66.0,32.0,1.4202540034891975,0.9108630271519872
46,01_01_a0101135080005800047z,0.6666666666666666,0.3945751528048532,66.0,32.0,1.4202001068966061,0.9120924512008791
47,01_01_a0101135080007000014z,0.3333333333333333,0.7308423434558236,111.0,49.0,2.0181985040929993,1.511484640998215
48,01_01_a0101135080007000018z,0.3333333333333333,0.9494793883293138,111.0,49.0,2.0207487160827835,1.6496048470137918
49,01_01_A0101135080007100014z,0.16666666666666666,0.6477321702399208,92.0,46.0,1.7343411129025668,1.2867181220308113
50,01_01_A0101135080007100015a,0.16666666666666666,0.6564840322921621,94.0,44.0,1.7341153819784043,1.2040183056831184
51,01_01_a0101135080007500020z,0.3333333333333333,0.4591724348658072,94.0,41.0,2.005839780825231,1.0889043502619569
52,01_01_a0101135080007500021b,0.6666666666666666,0.6575552683992127,81.0,36.0,1.428380662086353,1.1817731642999765
53,01_01_a0101135080007500021c,0.3333333333333333,0.43136490991630017,87.0,40.0,2.007162582778387,1.0740475704451702
54,01_01_a0101135080007500026a,0.6666666666666666,0.15367341277806454,77.0,36.0,1.4224272365058854,1.0127108200826571
55,01_01_a0101135080007800024z,0.5,0.6166088214551391,70.0,33.0,1.735390816319479,1.0245271400461011
56,01_01_a0101135080008200031A,0.5,0.4843897954998242,69.0,33.0,1.738745324476589,1.023547420382711
57,01_01_a0101135080008200031B,0.5,0.4844872599024741,69.0,33.0,1.7389435434712543,1.0317828890737688
58,01_01_a0101135080008200031C,0.5,0.5000147954998242,70.0,33.0,1.7395549370909549,1.0376192726937945
59,01_01_a0101135080008500034a,0.5,0.4516320550518664,79.0,40.0,1.4227240542451327,0.9488557083257648
60,01_01_a0101135080008500034b,0.5,0.2804920804322625,81.0,36.0,1.4250733823883708,1.019854262885599
61,01_01_a0101135080008900015z,0.3333333333333333,0.4315486193434307,94.0,41.0,2.005771363466301,1.0222700546244918
62,01_01_a0101135080008900024z,0.6666666666666666,0.4073424375808832,83.0,37.0,1.4261288739220286,1.1166747112400224
63,01_01_a0101135080008900025z,0.6666666666666666,0.4814681313319081,80.0,37.0,1.4258399058856996,1.1974128882289599
64,01_01_a0101135080009700024A,0.5,0.2025063845267393,74.0,34.0,1.736819761153375,0.95119184350359
65,01_01_a0101135080009700024B,0.5,0.3431313845267393,62.0,29.0,1.7362297606381791,0.9520211023493496
66,01_01_a0101135080009700033A,0.5,0.5095086747221504,79.0,38.0,1.7388991605433977,0.9808746970313871
67,01_01_a0101135080009700033B,0.6666666666666666,0.40376520392537096,69.0,36.0,1.4196990081830372,0.9618361654797551
68,01_01_a0101135080010200010z,0.3333333333333333,0.7449588540390426,99.0,44.0,2.0035989809791674,1.252138773253732
69,01_01_a0101135080010200044z,0.3333333333333333,0.27519984427668864,78.0,40.0,1.7346714804899088,0.9180293080970544
70,01_01_a0101135080010200049A,0.6666666666666666,0.3188181529327251,66.0,29.0,1.4206345301979448,0.9460371683771458
71,01_01_a0101135080010200049B,0.6666666666666666,0.314639826734207,65.0,29.0,1.4207367071766257,0.9501743065453256
72,01_01_a0101135080010200054c,0.6666666666666666,0.2444890136019449,66.0,29.0,1.4200945871462065,0.92144812354891
