,floorplan_name,nr_sim,fs_sim,rl_sim,rc_sim,rs_sim,rsl_sim
0,01_01_a0101135010000300016z,0.3333333333333333,0.7524605911717925,40.0,21.0,2.0087494233218965,0.9891929844394692
1,01_01_a0101135010000300031z,0.8333333333333334,0.08786126880602085,21.0,8.0,1.000387671766211,0.4608560329860675
2,01_01_a0101135010000300042z,0.5,0.4783506435173968,38.0,15.0,1.41673015826983,0.9514570378785372
3,01_01_a0101135010001100026z,0.5,0.4520048344959466,39.0,21.0,1.0030280951812764,0.9208488014537642
4,01_01_a0101135010001100037z,0.5,0.4484073196676381,39.0,21.0,1.003059221876507,0.9181613121103814
5,01_01_A0101135010001900032z,1.0,0.5857195570483029,28.0,9.0,0.07674697605136782,0.8878222776359961
6,01_01_A0101135010001900041z,0.8333333333333334,0.3952033026839121,36.0,15.0,0.09921639196626204,0.8053701008931221
7,01_01_a0101135010002200032A,0.8333333333333334,0.03568672156568409,26.0,11.0,1.0014469604311813,0.7420542177096007
8,01_01_a0101135010002200032B,0.6666666666666666,0.478202612918091,36.0,17.0,1.0019762995190629,0.7526806764414502
9,01_01_a0101135010002200032D,0.6666666666666666,0.4525528691303611,32.0,14.0,1.0011645325383498,0.8262453952316073
10,01_01_A0101135010002600058a,0.5,0.4145456523547619,61.0,35.0,0.11199585912205727,1.0644665314939896
11,01_01_A0101135010002600058b,0.5,0.3104128400418026,47.0,26.0,1.0056680364281148,0.9523251570713316
12,01_01_A0101135010002600058c,0.5,0.3104128400418026,47.0,26.0,1.006271500863794,0.9628119318448779
13,01_01_A0101135010002600066z,0.6666666666666666,0.05646007876595549,47.0,26.0,0.11720565479781728,0.8973969416303854
14,01_01_a0101135010002600076z,0.3333333333333333,0.03980163846214957,65.0,38.0,0.08372493345353757,0.7942569250914986
15,01_01_a0101135010002600077z,0.5,0.2315826786135211,39.0,19.0,1.4201206755489642,0.8507921900282908
16,01_01_a0101135010003000030z,0.6666666666666666,0.1130426698893744,33.0,22.0,1.4150637346193666,0.8409635344620148
17,01_01_a0101135010003000032z,0.6666666666666666,0.2172302074569961,32.0,19.0,1.4163496024775395,0.8502366983740435
18,01_01_A0101135010003800014z,0.3333333333333333,0.26675899430759364,55.0,29.0,2.0132668790833996,1.1832479850328101
19,01_01_a0101135010004900033A,0.6666666666666666,0.495273333994159,33.0,15.0,1.41555015710442,0.7772740582568952
20,01_01_a0101135010004900038z,0.8333333333333334,0.4598551003676836,29.0,14.0,1.001337060549147,0.8134229315441472
21,01_01_a0101135010004900043z,0.6666666666666666,0.3922128899662109,32.0,17.0,1.0010728809727047,0.7729673501467899
22,01_01_a0101135010005200042z,0.8333333333333334,0.13494489921825836,38.0,21.0,0.1473002621504076,0.8865060979206194
23,01_01_a0101135010005200043z,0.6666666666666666,0.29271640629664003,38.0,16.0,1.0065828827586212,0.884978280256448
24,01_01_a0101135010005200054z,0.6666666666666666,0.4431618844756297,51.0,20.0,0.06777714954538491,0.8477058478851754
25,01_01_a0101135010005600032z,0.5,0.5370279461771251,39.0,23.0,1.0012197131513965,0.8496877899646602
26,01_01_A0101135080001200060z,0.5,0.39918220021061934,44.0,24.0,1.0050750693375787,0.8719444338175606
27,01_01_a0101135080001400034z,0.8333333333333334,0.5252274538606263,31.0,15.0,1.0035365128801121,1.00538552003131
28,01_01_a0101135080001800024A,0.8333333333333334,0.03973163537064772,29.0,10.0,1.0013920577081763,0.3497857163370499
29,01_01_a0101135080001800034z,0.8333333333333334,0.633635726501985,24.0,13.0,1.0033362406905844,0.9391021996236336
30,01_01_a0101135080002300017z,0.3333333333333333,0.13119755554445933,39.0,21.0,1.7414973609637765,0.9602313081991738
31,01_01_a0101135080002300020z,0.3333333333333333,0.1456107156104659,41.0,21.0,1.7415786038065766,0.9658898641928358
32,01_01_A0101135080004400016z,0.3333333333333333,0.6165638155016069,55.0,29.0,2.0095321038677585,1.383656477587178
33,01_01_A0101135080004400020z,0.3333333333333333,0.0898265070914267,40.0,22.0,2.004623100532457,0.8833124186036462
34,01_01_A0101135080004400021z,0.3333333333333333,0.4369948394879699,52.0,27.0,2.009401314480134,1.2208777847262289
35,01_01_A0101135080004400032z,0.3333333333333333,0.1054515070914267,37.0,21.0,2.001034400093268,0.7268849735547928
36,01_01_A0101135080004400047z,0.6666666666666666,0.2566446447294897,32.0,19.0,1.0009837002570203,0.8957719991686592
37,01_01_a0101135080004500034A,0.6666666666666666,0.4563316533713303,32.0,13.0,1.4161376711537548,0.9226173852837504
38,01_01_a0101135080005500017z,0.3333333333333333,0.3534069359061768,49.0,27.0,2.0115911704047518,1.1185719036320143
39,01_01_a0101135080005500019z,0.3333333333333333,0.3375023633415645,50.0,27.0,2.011922924347846,1.176533670042442
40,01_01_a0101135080005500022z,0.3333333333333333,0.3302512806593013,50.0,27.0,2.011534523743219,1.1707726422516715
41,01_01_a0101135080005500026z,0.3333333333333333,0.3302512806593013,50.0,27.0,2.009935243112778,1.1611032567462227
42,01_01_A0101135080005700022z,0.8333333333333334,0.16983972461408536,32.0,15.0,1.0003791131726558,0.7332904430070855
43,01_01_a0101135080005800031z,0.8333333333333334,0.08668645677594566,25.0,13.0,1.000589864925781,0.4718808126855535
44,01_01_a0101135080005800046z,0.6666666666666666,0.2259133117922744,40.0,18.0,1.0047986462196394,0.8887176822301289
45,01_01_a0101135080005800047A,0.5,0.12300628544774805,40.0,19.0,1.0023787512593476,0.7968393695452863
46,01_01_a0101135080005800047z,0.5,0.11929832873718038,40.0,19.0,1.0017194563065916,0.7950416100328692
47,01_01_a0101135080007000014z,0.3333333333333333,0.9904941675234964,55.0,29.0,2.0103987835443218,1.3431708175448072
48,01_01_a0101135080007000018z,0.3333333333333333,1.2091312123969866,55.0,29.0,2.0130394549006887,1.4775075299803322
49,01_01_A0101135080007100014z,0.16666666666666666,0.28238399430759364,37.0,24.0,2.0021862505432684,0.908577640421104
50,01_01_A0101135080007100015a,0.16666666666666666,0.25988585635983497,41.0,22.0,2.001383438736408,0.9148020347239196
51,01_01_a0101135080007500020z,0.3333333333333333,0.2307706107981343,41.0,22.0,2.0034314713165164,0.8393220486276145
52,01_01_a0101135080007500021b,0.5,0.4916534443315399,35.0,17.0,1.7366749472213785,1.0004239609573724
53,01_01_a0101135080007500021c,0.5,0.5467130858486273,40.0,20.0,1.73709265526198,0.872294197203891
54,01_01_a0101135080007500026a,0.6666666666666666,0.5346465887103917,25.0,16.0,1.4174205589130182,0.9127827847065768
55,01_01_a0101135080007800024z,0.6666666666666666,0.5950106455228119,29.0,14.0,1.4165049781303949,0.8942323064526138
56,01_01_a0101135080008200031A,0.8333333333333334,0.5216129714321514,30.0,11.0,1.0037644063969022,0.8958283728095356
57,01_01_a0101135080008200031B,0.8333333333333334,0.5217104358348013,30.0,11.0,1.0038194723289249,0.8964453694647176
58,01_01_a0101135080008200031C,0.8333333333333334,0.6153629714321514,30.0,11.0,1.005399034319034,0.9071922738491606
59,01_01_a0101135080008500034a,0.6666666666666666,0.4419802309841936,30.0,16.0,1.4155287972156387,0.8355494542336528
60,01_01_a0101135080008500034b,0.5,0.4620189044999353,30.0,14.0,1.7332316802575436,0.7655418927821174
61,01_01_a0101135080008900015z,0.3333333333333333,0.10939679527575784,41.0,21.0,2.0024347983977697,0.9251788990351948
62,01_01_a0101135080008900024z,0.6666666666666666,0.10449426164855602,34.0,18.0,1.419021923594211,0.967913132812034
63,01_01_a0101135080008900025z,0.6666666666666666,0.1593163072642353,35.0,18.0,1.4212831678705649,0.9142428408390214
64,01_01_a0101135080009700024A,0.6666666666666666,0.5209795604590665,33.0,15.0,1.4164263240432622,0.7828137308570671
65,01_01_a0101135080009700024B,0.6666666666666666,0.3803545604590665,43.0,14.0,1.00249094545774,0.6954868718481719
66,01_01_a0101135080009700033A,0.6666666666666666,0.5467318506544776,35.0,14.0,1.415642548504662,0.8744463971013223
